7851.1717889,0.5312749
7851.5949589,0.5374817
7851.7479037,0.5347484
7851.8011766,0.5205781
7851.7545742,0.5295468
7851.9272254,0.5218724
7847.6895719,0.5371729
7850.6221283,0.529781
7851.9971151,0.5372324
7851.7808847,0.5361116
7851.5268036,0.5357534
7851.8444624,0.5347502
7847.8627079,0.5473211
7849.8839821,0.5252933
7851.5008776,0.5317702
7851.9504973,0.5262695
7851.3653082,0.5281787
7851.9885079,0.5339837
7846.922045,0.5478949
7849.3411493,0.5338476
7851.1939828,0.5249161
7851.359106,0.5412707
7851.6944166,0.5364755
7851.884768,0.5328905
7847.2833918,0.5446971
7848.4507622,0.524277
7850.8462134,0.5273172
7851.2548701,0.5425592
7851.3830364,0.5289999
7851.5115407,0.5265171
