17608.588550,28.473482
17597.535104,28.540967
17617.085858,28.427530
17608.188007,28.356070
17603.883806,28.802325
17610.009236,28.772799
17611.203162,28.757891
17603.082642,28.763527
17590.850909,28.834751
17601.759928,28.512043
17598.010762,28.664713
17604.925482,28.343315
17596.518114,28.343936
17600.778667,28.749798
17611.571410,28.516680
17600.647043,28.750757
17606.324383,28.457602
17599.516459,28.404021
17596.391131,28.624219
17602.527781,28.885113
17608.629406,28.753333
17610.064253,28.561381
17601.718047,28.467434
17606.067123,28.487864
17603.230832,28.727754
17615.649149,28.717322
17603.595495,28.783367
17603.793735,28.730059
17607.709368,28.438583
17593.204211,28.565986
17610.701772,28.862082
17604.474874,28.363182
17608.847865,29.076749
17611.356206,28.544169
17607.612924,28.544961
17600.288602,28.306225
17602.278133,28.522297
17595.992539,28.496977
17600.119679,28.447565
17601.795435,28.740694
17601.491292,28.733264
17605.206979,28.085543
17600.322147,28.599748
17610.787723,28.518816
17610.740540,28.819414
17603.097729,28.528423
17605.518574,28.504192
17606.884663,28.882134
17592.981737,28.510213
17607.742469,28.816164
