20379.926643,1.902140
20379.063638,1.916083
20379.648399,1.903157
20379.109427,1.924932
20379.924977,1.955508
20379.418236,1.932073
20380.386464,1.937749
20379.237762,1.887022
20379.330570,1.906511
20379.102913,1.922583
20379.559840,1.905962
20379.986126,1.914096
20378.812707,1.962707
20379.713765,1.949665
20379.399481,1.917506
20379.308208,1.952157
20379.642218,1.930318
20379.578327,1.903921
20379.440835,1.911395
20378.911347,1.926824
20379.157202,1.879396
20379.303569,1.884794
20379.084021,1.913774
20379.674757,1.934057
20380.473672,1.938425
20379.266443,1.954432
20378.971202,1.947003
20378.965553,1.893135
20379.238857,1.908668
20379.606088,1.900040
20379.792615,1.934214
20379.553101,1.877094
20379.208918,1.928978
20379.642218,1.894254
20379.836369,1.901469
20379.708874,1.886335
20379.084021,1.922499
20379.490024,1.960212
20379.851605,1.909366
20379.296150,1.918400
20380.103819,1.963259
20379.716440,1.895671
20379.238857,1.900015
20379.016235,1.935463
20380.071649,1.964347
20379.578327,1.898861
20379.714316,1.913383
20379.208918,1.916188
20379.578327,1.911591
20379.237762,1.898445
