16533.162702,0.5190222
16534.3046893,0.5284178
16533.4613368,0.5352008
16533.162409,0.5281085
16534.0057615,0.5162886
16534.1553719,0.5180021
16537.0796577,0.5244389
16535.6921735,0.5279038
16532.4686669,0.5236799
16533.162702,0.5349356
16533.4613368,0.5281377
16534.1550789,0.5202329
16538.9208201,0.5328442
16538.227371,0.5300286
16533.3120194,0.5398595
16532.6182773,0.5225721
16531.9245352,0.5267838
16534.0054685,0.5231391
16537.9224242,0.5192338
16537.9224242,0.5204917
16535.8411979,0.5194182
16535.1477488,0.5315988
16532.3193495,0.5173614
16534.1547859,0.5369107
16538.0720346,0.5368881
16538.0720346,0.5253128
16536.0866948,0.5211136
16533.7068337,0.5221818
16532.7678877,0.5231748
16534.6992106,0.5149584
