1505.456101,0.4207174
1505.456101,0.415803
1505.456101,0.4140291
1505.456101,0.4149812
1505.4771908,0.4237905
1505.4982806,0.4113735
1505.456101,0.4105423
1505.456101,0.4186521
1505.4666459,0.4201497
1505.4771908,0.4127928
1505.4771908,0.4169649
1505.4877357,0.4178826
1505.456101,0.4123275
1505.4771908,0.4187793
1505.4982806,0.4203054
1505.5510051,0.409775
1505.5510051,0.412316
1505.56155,0.4105227
1505.456101,0.4073574
1505.5299153,0.422404
1505.56155,0.4239555
1505.56155,0.4414306
1505.56155,0.4190623
1505.5510051,0.4166379
1505.456101,0.4181058
1505.5299153,0.4262659
1505.56155,0.4208211
1505.56155,0.4273009
1505.56155,0.419015
1505.56155,0.4108192
