9.001388888888888,-13.5213,-71.9788,8
9.001944444444444,-13.5235,-71.9795,24
9.002222222222223,-13.521,-71.9829,7
9.002777777777778,-13.5213,-71.98,20
9.00388888888889,-13.5199,-71.9798,12
9.00388888888889,-13.5199,-71.9784,7
9.004166666666666,-13.5201,-71.9784,7
9.004166666666666,-13.5227,-71.9825,9
9.004444444444445,-13.5198,-71.9783,11
9.004722222222222,-13.5223,-71.9793,21
9.006388888888889,-13.5208,-71.9793,13
9.006666666666666,-13.5199,-71.9783,7
9.006944444444445,-13.5198,-71.9781,18
9.008888888888889,-13.5202,-71.9831,8
9.008888888888889,-13.5218,-71.9783,7
9.009444444444444,-13.5206,-71.9805,21
9.010277777777778,-13.5203,-71.983,7
9.0125,-13.5204,-71.9832,16
9.012777777777778,-13.5205,-71.9834,7
9.01361111111111,-13.5236,-71.9799,7
9.014444444444445,-13.5223,-71.9778,16
9.014722222222222,-13.5208,-71.9807,8
9.014722222222222,-13.5209,-71.9788,8
9.014722222222222,-13.5205,-71.9834,7
9.015,-13.5204,-71.9811,21
9.015,-13.5219,-71.9824,7
9.015,-13.5221,-71.9792,8
9.015,-13.5195,-71.9819,11
9.015277777777778,-13.5209,-71.9806,8
9.016388888888889,-13.5234,-71.9797,8
9.018333333333334,-13.5221,-71.9792,8
9.018611111111111,-13.522,-71.9791,10
9.01888888888889,-13.524,-71.9777,25
9.019722222222223,-13.5208,-71.9839,12
9.019722222222223,-13.5202,-71.9812,20
9.019722222222223,-13.521,-71.9842,13
9.019722222222223,-13.5231,-71.9797,16
9.020833333333334,-13.5213,-71.9801,13
9.02138888888889,-13.5202,-71.978,9
9.022777777777778,-13.521,-71.9787,12
9.025,-13.5193,-71.9789,8
9.025555555555556,-13.5214,-71.9787,20
9.02638888888889,-13.5227,-71.9774,8
9.026666666666667,-13.5216,-71.9853,21
9.026666666666667,-13.5212,-71.9846,21
9.027500000000002,-13.5215,-71.979,7
9.027777777777779,-13.5233,-71.9774,9
9.027777777777779,-13.5189,-71.9792,29
9.028333333333334,-13.5226,-71.9772,9
9.028333333333334,-13.5199,-71.9815,7
9.02888888888889,-13.5218,-71.9792,18
9.030000000000001,-13.523,-71.9773,11
9.030555555555557,-13.5217,-71.9794,7
9.03138888888889,-13.5218,-71.9856,24
9.031666666666668,-13.5207,-71.9831,18
9.0325,-13.5209,-71.9787,18
9.03361111111111,-13.522,-71.9859,7
9.035277777777777,-13.52,-71.9783,7
9.035555555555556,-13.5219,-71.9792,8
9.038055555555555,-13.5196,-71.9815,7
9.038055555555555,-13.522,-71.9793,7
9.038055555555555,-13.5191,-71.9788,7
9.038333333333334,-13.5224,-71.9772,9
9.039166666666667,-13.5197,-71.9815,8
9.040833333333333,-13.523,-71.9773,9
9.04138888888889,-13.5229,-71.9773,10
