1,97.325924,2376
2,97.321717,5041
3,97.232241,7705
4,97.232241,10367
5,97.232241,13026
6,97.232241,15681
7,97.232241,18331
8,97.232241,20990
9,97.232241,23646
10,97.232241,26306
11,97.232241,28966
12,97.232241,31626
13,97.232241,34276
14,97.232241,36926
15,97.232241,39571
16,97.232241,42221
17,97.232241,44864
18,97.232241,47502
19,97.232241,50128
20,97.232241,52741
21,97.232241,55348
22,97.232241,57963
23,97.232241,60559
24,97.232241,63151
25,97.232241,65740
26,97.232241,68325
27,97.232241,70911
28,97.232241,73491
29,97.232241,76058
30,97.232241,78617
31,97.232241,81174
32,97.222128,83721
33,97.222128,86260
34,97.222128,88787
35,97.222128,91317
36,97.222128,93836
37,97.222128,96331
38,97.222128,98823
39,97.222128,101306
40,97.222128,103790
41,97.222128,106269
42,97.222128,108741
43,97.222128,111212
44,97.222128,113677
45,97.222128,116135
46,97.222128,118600
47,97.222128,121054
48,97.222128,123511
49,97.222128,125969
50,97.222128,128422
51,97.222128,130862
52,97.222128,133298
53,97.222128,135733
54,97.222128,138159
55,97.222128,140586
56,97.222128,143007
57,97.222128,145429
58,97.222128,147846
59,97.222128,150257
60,97.222128,152662
61,97.222128,155074
62,97.222128,157482
63,97.222128,159890
64,97.222128,162296
65,97.222128,164701
66,97.222128,167110
67,97.222128,169513
68,97.222128,171919
69,97.222128,174315
70,97.222128,176713
71,97.222128,179105
72,97.222128,181509
73,97.222128,183905
74,97.222128,186304
75,97.222128,188701
76,97.222128,191095
77,97.222128,193489
78,97.222128,195882
79,97.222128,198274
80,97.222128,200666
81,97.222128,203057
82,97.222128,205449
83,97.222128,207842
84,97.222128,210226
85,97.222128,212617
86,97.222128,215005
87,97.222128,217389
88,97.222128,219771
89,97.222128,222151
90,97.222128,224528
91,97.222128,226905
92,97.222128,229282
93,97.222128,231658
94,97.222128,234035
95,97.222128,236412
96,97.222128,238788
97,97.222128,241164
98,97.222128,243540
99,97.222128,245916
97.222128,2.453607
1,97.346220,2376
2,97.325924,5013
3,97.232241,7651
4,97.232241,10290
5,97.232241,12926
6,97.232241,15563
7,97.232241,18200
8,97.232241,20835
9,97.232241,23473
10,97.232241,26105
11,97.232241,28732
12,97.232241,31362
13,97.232241,33993
14,97.232241,36626
15,97.232241,39249
16,97.232241,41874
17,97.232241,44491
18,97.232241,47112
19,97.232241,49726
20,97.232241,52330
21,97.232241,54930
22,97.232241,57519
23,97.232241,60109
24,97.232241,62685
25,97.232241,65265
26,97.232241,67830
27,97.232241,70392
28,97.232241,72933
29,97.232241,75485
30,97.232241,78017
31,97.232241,80553
32,97.232241,83083
33,97.232241,85601
34,97.232241,88121
35,97.232241,90608
36,97.232241,93110
37,97.232241,95600
38,97.232241,98089
39,97.232241,100570
40,97.232241,103049
41,97.232241,105523
42,97.232241,107982
43,97.232241,110445
44,97.232241,112910
45,97.232241,115367
46,97.222128,117816
47,97.222128,120265
48,97.222128,122714
49,97.222128,125161
50,97.222128,127605
51,97.222128,130039
52,97.222128,132477
53,97.222128,134915
54,97.222128,137358
55,97.222128,139783
56,97.222128,142207
57,97.222128,144639
58,97.222128,147064
59,97.222128,149491
60,97.222128,151902
61,97.222128,154317
62,97.222128,156725
63,97.222128,159126
64,97.222128,161525
65,97.222128,163934
66,97.222128,166326
67,97.222128,168716
68,97.222128,171103
69,97.222128,173494
70,97.222128,175880
71,97.222128,178260
72,97.222128,180647
73,97.222128,183030
74,97.222128,185410
75,97.222128,187792
76,97.222128,190169
77,97.222128,192548
78,97.222128,194927
79,97.222128,197305
80,97.222128,199696
81,97.222128,202088
82,97.222128,204479
83,97.222128,206869
84,97.222128,209257
85,97.222128,211644
86,97.222128,214026
87,97.222128,216407
88,97.222128,218785
89,97.222128,221164
90,97.222128,223543
91,97.222128,225921
92,97.222128,228298
93,97.222128,230676
94,97.222128,233052
95,97.222128,235430
96,97.222128,237808
97,97.222128,240184
98,97.222128,242561
99,97.222128,244937
97.222128,2.537247
1,97.346220,2376
2,97.232241,5036
3,97.232241,7696
4,97.232241,10355
5,97.232241,13013
6,97.232241,15669
7,97.232241,18323
8,97.232241,20974
9,97.232241,23626
10,97.232241,26281
11,97.232241,28936
12,97.232241,31592
13,97.232241,34242
14,97.232241,36893
15,97.232241,39535
16,97.232241,42169
17,97.232241,44802
18,97.232241,47439
19,97.232241,50068
20,97.232241,52683
21,97.232241,55307
22,97.232241,57916
23,97.232241,60542
24,97.232241,63152
25,97.232241,65756
26,97.232241,68328
27,97.232241,70902
28,97.232241,73456
29,97.232241,76013
30,97.232241,78564
31,97.232241,81097
32,97.232241,83623
33,97.232241,86126
34,97.232241,88627
35,97.232241,91095
36,97.232241,93560
37,97.232241,96000
38,97.232241,98444
39,97.232241,100878
40,97.232241,103308
41,97.232241,105733
42,97.232241,108162
43,97.232241,110584
44,97.232241,112999
45,97.232241,115411
46,97.232241,117826
47,97.232241,120239
48,97.232241,122639
49,97.232241,125039
50,97.232241,127435
51,97.232241,129827
52,97.232241,132218
53,97.232241,134606
54,97.232241,136995
55,97.222128,139382
56,97.222128,141764
57,97.222128,144148
58,97.222128,146527
59,97.222128,148905
60,97.222128,151284
61,97.222128,153661
62,97.222128,156038
63,97.222128,158415
64,97.222128,160793
65,97.222128,163170
66,97.222128,165547
67,97.222128,167924
68,97.222128,170300
69,97.222128,172677
70,97.222128,175053
71,97.222128,177429
72,97.222128,179805
73,97.222128,182181
74,97.222128,184557
75,97.222128,186934
76,97.222128,189311
77,97.222128,191687
78,97.222128,194063
79,97.222128,196440
80,97.222128,198816
81,97.222128,201193
82,97.222128,203569
83,97.222128,205945
84,97.222128,208322
85,97.222128,210699
86,97.222128,213089
87,97.222128,215479
88,97.222128,217869
89,97.222128,220257
90,97.222128,222647
91,97.222128,225033
92,97.222128,227417
93,97.222128,229803
94,97.222128,232189
95,97.222128,234572
96,97.222128,236953
97,97.222128,239333
98,97.222128,241711
99,97.222128,244088
100,97.222128,246466
97.222128,2.888195
1,97.325924,2376
2,97.232241,5031
3,97.232241,7689
4,97.232241,10344
5,97.232241,12999
6,97.232241,15655
7,97.232241,18311
8,97.232241,20955
9,97.232241,23597
10,97.232241,26246
11,97.232241,28900
12,97.232241,31552
13,97.232241,34208
14,97.232241,36855
15,97.232241,39495
16,97.232241,42133
17,97.232241,44766
18,97.232241,47400
19,97.232241,50036
20,97.232241,52679
21,97.232241,55320
22,97.232241,57952
23,97.232241,60576
24,97.232241,63202
25,97.232241,65805
26,97.232241,68396
27,97.232241,70990
28,97.232241,73548
29,97.232241,76111
30,97.232241,78665
31,97.232241,81202
32,97.232241,83730
33,97.232241,86247
34,97.232241,88751
35,97.232241,91258
36,97.232241,93746
37,97.232241,96236
38,97.232241,98711
39,97.232241,101175
40,97.232241,103634
41,97.232241,106092
42,97.232241,108541
43,97.232241,110978
44,97.232241,113418
45,97.232241,115839
46,97.232241,118258
47,97.232241,120670
48,97.222128,123076
49,97.222128,125482
50,97.222128,127885
51,97.222128,130286
52,97.222128,132690
53,97.222128,135100
54,97.222128,137512
55,97.222128,139932
56,97.222128,142347
57,97.222128,144750
58,97.222128,147162
59,97.222128,149583
60,97.222128,151995
61,97.222128,154414
62,97.222128,156825
63,97.222128,159236
64,97.222128,161643
65,97.222128,164047
66,97.222128,166460
67,97.222128,168870
68,97.222128,171271
69,97.222128,173671
70,97.222128,176068
71,97.222128,178462
72,97.222128,180860
73,97.222128,183253
74,97.222128,185647
75,97.222128,188036
76,97.222128,190427
77,97.222128,192816
78,97.222128,195208
79,97.222128,197598
80,97.222128,199989
81,97.222128,202378
82,97.222128,204769
83,97.222128,207160
84,97.222128,209551
85,97.222128,211939
86,97.222128,214325
87,97.222128,216713
88,97.222128,219103
89,97.222128,221494
90,97.222128,223884
91,97.222128,226275
92,97.222128,228661
93,97.222128,231042
94,97.222128,233424
95,97.222128,235806
96,97.222128,238186
97,97.222128,240567
98,97.222128,242944
99,97.222128,245322
97.222128,2.633210
1,97.325924,2376
2,97.232241,4999
3,97.232241,7622
4,97.232241,10241
5,97.232241,12860
6,97.232241,15477
7,97.232241,18096
8,97.232241,20714
9,97.232241,23333
10,97.232241,25953
11,97.232241,28572
12,97.232241,31190
13,97.232241,33808
14,97.232241,36424
15,97.232241,39039
16,97.232241,41655
17,97.232241,44271
18,97.232241,46881
19,97.232241,49479
20,97.232241,52082
21,97.232241,54684
22,97.232241,57270
23,97.232241,59857
24,97.232241,62438
25,97.232241,65022
26,97.232241,67601
27,97.232241,70173
28,97.232241,72729
29,97.232241,75266
30,97.232241,77791
31,97.232241,80317
32,97.232241,82829
33,97.232241,85344
34,97.232241,87849
35,97.232241,90340
36,97.232241,92836
37,97.232241,95333
38,97.232241,97831
39,97.232241,100324
40,97.232241,102805
41,97.232241,105278
42,97.232241,107749
43,97.232241,110208
44,97.232241,112672
45,97.232241,115124
46,97.232241,117574
47,97.232241,120016
48,97.232241,122455
49,97.232241,124892
50,97.232241,127323
51,97.232241,129750
52,97.232241,132169
53,97.232241,134598
54,97.232241,137020
55,97.232241,139439
56,97.232241,141848
57,97.232241,144262
58,97.232241,146668
59,97.232241,149067
60,97.232241,151462
61,97.232241,153864
62,97.232241,156271
63,97.232241,158663
64,97.232241,161053
65,97.232241,163441
66,97.232241,165828
67,97.222128,168215
