rep, RING, TREE, NETA, NETB, TORUS, GRAPH, SAME, GOODBAD, RAND, SSO
1, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
2, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
3, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
4, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
5, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
6, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
7, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
8, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
9, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
10, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.6195039527376013e-07, 3.619503986793154e-07
