rep, RING, TREE, NETA, NETB, TORUS, GRAPH, SAME, GOODBAD, RAND, SSO
1, 0.10265607187567528, 0.10360659746091312, 0.10287372610179046, 0.10316654226501111, 0.10230992274270805, 0.10207356319210979, 0.10232842184196071, 0.10213469687239046, 0.10242284307990816, 0.006594000952015481
2, 0.10223183337765084, 0.10253894634259984, 0.10229983324104183, 0.10221862458094198, 0.10242658830349817, 0.10239631963052132, 0.1022232326420862, 0.10244461536759382, 0.10252252573674224, 0.006265893203138766
3, 0.10285792810395397, 0.10283199308969006, 0.10288053142321223, 0.10274625322944317, 0.10268934143168865, 0.10241512269894984, 0.1026780699562119, 0.10348041902119112, 0.10275118348813142, 0.0067647832177526145
4, 0.10241837434796622, 0.10242439568838362, 0.102685049755014, 0.103344763608671, 0.10287357793995455, 0.10232948990591213, 0.10211728967233727, 0.10277929605637898, 0.10257580146576717, 0.006444483724288797
5, 0.10099564537075854, 0.10041790921277079, 0.10092768692715967, 0.10090559746557429, 0.10095755209434927, 0.10140375242557775, 0.10098574202505496, 0.10096580863566619, 0.10128954761758374, 0.006366236050852653
6, 0.10150259364502412, 0.10155543316997466, 0.10150378878117194, 0.10173719309322474, 0.10124563517411059, 0.10200257576904331, 0.10184355160239626, 0.10226958713154057, 0.10242737514999209, 0.006346143116290332
7, 0.10124420009944204, 0.1003986428513054, 0.10105490201666173, 0.10067877630988122, 0.10086398068575807, 0.1020620618985993, 0.10149358981710754, 0.10320198610158213, 0.10230852014101798, 0.006229055540445597
8, 0.10220240040733788, 0.10133653772977173, 0.10174676816652935, 0.10144070141781639, 0.10160032707177291, 0.10055002876736324, 0.10197292109080433, 0.10136160051589, 0.10169097860686206, 0.0062643388759264056
9, 0.1015541130583661, 0.10136209367864424, 0.10167975979986983, 0.10152364658319123, 0.10155562912696689, 0.10111403398078671, 0.10094488449684426, 0.10140959334753066, 0.10180330298780478, 0.006318857418640966
10, 0.10255169117993924, 0.1023425178920307, 0.10202143225440227, 0.1019710701955591, 0.10316366864448615, 0.10259669148241242, 0.101945788288162, 0.10262759483610782, 0.10248258948907818, 0.006366746878339439
11, 0.10228506889615385, 0.10255885365456681, 0.1024327575041726, 0.10238496562783127, 0.10250110906200004, 0.10218504321609848, 0.10174845563650324, 0.1029913105201401, 0.10208571320652246, 0.006436480778441373
12, 0.10227181496165062, 0.1011770431312676, 0.1019869193616965, 0.10200660247935209, 0.1017228597306867, 0.10169396725962725, 0.10261383080518509, 0.10182048925559652, 0.10235209201534953, 0.006185191486291742
13, 0.10250517523003444, 0.10188384243500753, 0.10161188972915149, 0.10137884351273231, 0.1008711535433464, 0.10343009356493123, 0.10154521351404319, 0.10276895534843043, 0.10280952735890035, 0.006221464011020652
14, 0.10170416516186878, 0.10103569671993673, 0.10082697274778002, 0.10191877379484872, 0.1012787556973098, 0.10063125989331075, 0.10157658025987149, 0.1010669639382966, 0.10150530334758401, 0.006339008072523932
15, 0.10228083186637049, 0.10357403974695206, 0.10265934938200098, 0.10233909301160105, 0.10283930053232707, 0.10225758153048105, 0.10242931608969941, 0.1025331323000386, 0.10219340776896768, 0.006429657448233172
16, 0.10299037709411621, 0.10248715835905761, 0.10280286881685721, 0.10220200348631474, 0.10179946848461516, 0.10175458483264474, 0.10193320398689303, 0.10202533554347418, 0.10205026118233597, 0.006297518754309983
17, 0.10361117048606797, 0.10178665090466447, 0.10173792798094164, 0.10252131700114075, 0.10245041937566919, 0.10218453157129051, 0.10227836304298177, 0.10166069867535092, 0.1014544304236676, 0.006333316079269229
18, 0.1027954291806824, 0.1026126620330893, 0.1022822023240153, 0.10233792001657055, 0.10217350634849973, 0.10276166845900142, 0.10225756061725937, 0.10232441156556453, 0.10258283050649247, 0.006436939463667638
