62037.197775,1.656455
62037.652059,1.650011
62038.289660,1.654968
62038.246927,1.682953
62037.652059,1.684075
62037.659026,1.697873
62037.659026,1.748162
62036.936198,1.709610
62037.659026,1.660204
62037.574353,1.702726
62037.652059,1.690292
62037.953821,1.632778
62036.763151,1.681972
62037.953821,1.711025
62037.659026,1.634609
62036.763151,1.686216
62036.936198,1.633708
62037.953821,1.695768
62037.055848,1.696998
62036.763151,1.635941
62038.289660,1.659034
62037.652059,1.692722
62037.652059,1.751279
62037.953821,1.643379
62038.289660,1.688959
62037.652059,1.667518
62036.763151,1.702239
62037.197416,1.632571
62037.652059,1.673718
62037.659026,1.674653
62037.055848,1.671252
62037.748655,1.665125
62038.289660,1.644520
62037.403827,1.677274
62037.659026,1.671947
62037.055848,1.731370
62037.197775,1.645024
62037.652059,1.641698
62037.403827,1.655774
62037.097698,1.673603
62036.763151,1.660915
62037.403827,1.681857
62037.403827,1.696142
62037.574353,1.614338
62037.953821,1.643336
62037.659026,1.713829
62037.953821,1.649910
62036.936198,1.712719
62037.403827,1.735622
62037.574353,1.646759
