rep, RING, TREE, NETA, NETB, TORUS, GRAPH, SAME, GOODBAD, RAND
1, 0.004869195158559254, 0.004878615104407998, 0.004881715591854951, 0.004881202513526422, 0.004839099974247278, 0.004853777713638881, 0.004877156807985146, 0.004868218209352116, 0.0048766029509719165
2, 0.0047129356770291165, 0.004875765233678777, 0.004881450937483629, 0.004881711588225519, 0.0048245895977332455, 0.004832532430484831, 0.004874680756547918, 0.0048698377352048225, 0.004775756228820656
3, 0.004867931201041543, 0.0048770424919837765, 0.004881746477217021, 0.004879847778028412, 0.004839004060572833, 0.004843961351873079, 0.004875923686450295, 0.004874455973545626, 0.004825069517189069
4, 0.0048678319136666644, 0.004876741885029572, 0.004881555761584329, 0.004879306380054649, 0.004838194542360766, 0.004853879420655514, 0.004875924043069798, 0.004858165069207257, 0.0048379215487866604
5, 0.004865739764326435, 0.0048774827545622875, 0.0048809735312566145, 0.004881482963282754, 0.004842343442230486, 0.004848680441315257, 0.004877235043560025, 0.004871902056138518, 0.0048791282340581825
6, 0.004869827513923543, 0.004879689308229869, 0.004881386410587313, 0.004879510943793982, 0.004832995268536296, 0.004829225149327731, 0.004878812136093976, 0.004865854142985771, 0.004876685711148473
7, 0.004869179154995346, 0.00487635896748931, 0.004881371923246869, 0.004880462514404623, 0.004835059862295947, 0.004842271386707502, 0.004876630442259226, 0.004869188164396161, 0.004808301621221789
8, 0.004861576998735777, 0.004874495558561939, 0.004881364941713842, 0.004879445682479089, 0.0048340185119512364, 0.004825902549343345, 0.004878658517609169, 0.004871131180171574, 0.00487562607000185
9, 0.004865427103101057, 0.0048760283446258245, 0.0048811240314898105, 0.004879065220675022, 0.004833228624657332, 0.004828697046987143, 0.0048789471255522, 0.004873305057800103, 0.0048764004857616595
10, 0.004868075518552881, 0.004872562868912394, 0.004881561337713975, 0.004880399204551542, 0.004846982953534171, 0.004832929306887183, 0.004875000454593792, 0.004872667739004402, 0.004875879489810399
11, 0.004857162602202716, 0.0048777218779469216, 0.004880692234826951, 0.004881355410642975, 0.004840608046783818, 0.004835159032973995, 0.004878568716923548, 0.004874367349159497, 0.0048775983283338925
12, 0.004871596813903584, 0.0048674758631120155, 0.004881596963287403, 0.004881528834299945, 0.004846398465133975, 0.004846762972783977, 0.004877517868615999, 0.0048727100254600565, 0.004876758794524917
13, 0.004868724247309107, 0.004877474451922952, 0.004881696717659406, 0.004880045719001121, 0.004834867353746121, 0.004833375283808547, 0.004879835514408349, 0.004870412662418338, 0.004873573366178878
14, 0.004862848843391341, 0.004872141724561312, 0.004881565913009353, 0.00488083173550765, 0.004846306348603646, 0.00483289599974142, 0.004878231392915655, 0.004874908625931443, 0.004878046519929661
15, 0.004873523559336604, 0.004862293124439885, 0.0048804238566128345, 0.004881084886717854, 0.004819636781087013, 0.0048183107526733335, 0.004876839371902494, 0.004872326553810883, 0.004878855862243904
16, 0.004874857627345564, 0.004876765905585412, 0.0048806544785856745, 0.004881147261337879, 0.004848813909567477, 0.0048211535943505565, 0.004878869501535417, 0.004875893564177899, 0.0048423102396794905
17, 0.004866465808481319, 0.0048777545210236025, 0.0048810241337503705, 0.004880905705548391, 0.00483040188479963, 0.004810189929435427, 0.004878031219575414, 0.004876167959254272, 0.004871585232492824
18, 0.004874808055651511, 0.00486540193949031, 0.004881422557829786, 0.004880092467992083, 0.004839683546643999, 0.0048280098031580326, 0.0048777086019517945, 0.004876994945145926, 0.004880791499605715
19, 0.004869323878456787, 0.004872924365684126, 0.004879522658158614, 0.004880712697286338, 0.004846247750032557, 0.004845990191473553, 0.004877337736021567, 0.004869137925557542, 0.004846321943812819
20, 0.004869555728956107, 0.004876696936308295, 0.004879782769638314, 0.0048817675681402115, 0.004832493664202126, 0.004830772204443961, 0.0048801809672610426, 0.004872487347197944, 0.0047742040892137
21, 0.004872533215498589, 0.004867865064299192, 0.00488127010921593, 0.004880522181514546, 0.004845000089511376, 0.004829226688541646, 0.004879009469352344, 0.004877486917787495, 0.00484379626506592
22, 0.004853097891565797, 0.00487952722963324, 0.004881454607085129, 0.004881271777092351, 0.004842667284771805, 0.004844175376122606, 0.004878987997577309, 0.004873343056659889, 0.004851478793077632
23, 0.004791070471845988, 0.00487357108601508, 0.004869794668565354, 0.004879537729771454, 0.004829703075747141, 0.004825826114955125, 0.004878231321524231, 0.00487245833570622, 0.0048073171751679316
24, 0.004867062301400435, 0.004876317093246886, 0.004880891078122557, 0.00488146411471468, 0.0048464172787570535, 0.004825884756356691, 0.004875565619243054, 0.004872854745189849, 0.00487651631739415
25, 0.00486921552472826, 0.004869621010544726, 0.004881458729436251, 0.004881457347375561, 0.004817625046131168, 0.00484509304843734, 0.004878248622106968, 0.004869489405792764, 0.004874771792433309
26, 0.004872249947435731, 0.0048726074802925195, 0.004878663039862058, 0.004880600429815933, 0.004840617911459638, 0.004820369903713931, 0.0048775359254298895, 0.004871372101648077, 0.004728952408177636
27, 0.004861906161068748, 0.0048767736588054365, 0.004881478483458193, 0.0048810856014676485, 0.00484169469152527, 0.004836467896541761, 0.004877564450234396, 0.004871181910990676, 0.004874326530754098
28, 0.004864951263769606, 0.004878662183013499, 0.004881224195408291, 0.004881910872085811, 0.004836190957967213, 0.004831167974859993, 0.004876757367558755, 0.004875481779873607, 0.004857433831307735
29, 0.004869220835608253, 0.004874685746680648, 0.0048801412660348445, 0.004880488191329388, 0.0048403424186011955, 0.00483547101931526, 0.004876852690733733, 0.0048669377041561735, 0.004874931226298358
30, 0.004868575435158628, 0.004728188142322586, 0.004881746477217021, 0.004879284881858802, 0.0048309311302844535, 0.004826515206500861, 0.004879103071359766, 0.004864824455266268, 0.004879524586748427
31, 0.004857285283849746, 0.004878380938737282, 0.004881943475921103, 0.004881833606548406, 0.0048327388830924755, 0.004850243564438563, 0.004879099143431209, 0.0048691539525590926, 0.00484962442204904
32, 0.004852598887703782, 0.004878136111022085, 0.004880380173806931, 0.004881024467291945, 0.004838987013813789, 0.00483663489366738, 0.004875835198876639, 0.004872684216626404, 0.004878318896574609
33, 0.004870211351295757, 0.00487741628666066, 0.004880787092516447, 0.004881455727029542, 0.0048378150327700285, 0.004837774239150184, 0.00487559687849271, 0.004870827790168947, 0.004878334698494646
