17644.048828,434.489937
17620.517578,436.894476
17640.738281,431.374654
17634.365234,428.799031
17609.228516,432.259772
17645.800781,434.953650
17636.541016,433.512859
17619.896484,431.987644
17637.798828,433.273011
17644.132812,432.360310
17630.939453,432.327835
17610.373047,429.614065
17637.853516,434.701639
17627.611328,434.558955
17625.929688,432.621589
17634.593750,432.460908
17644.980469,436.006943
17634.521484,435.628039
17617.230469,433.752033
17608.431641,433.112972
17628.707031,430.962080
17609.853516,428.573379
17626.847656,437.939658
17628.582031,432.234070
17629.619141,435.216452
17624.931641,435.866395
17618.224609,434.703590
17617.974609,432.615342
17630.373047,433.511388
17603.626953,434.010194
17628.603516,433.355320
17624.751953,428.091524
17625.271484,431.187647
17616.166016,434.275727
17612.919922,432.480413
17635.566406,434.817486
17650.349609,434.668191
17647.187500,432.505108
17624.634766,429.402908
17610.880859,428.788426
17649.625000,433.687440
17614.449219,433.135169
17606.150391,432.456223
17635.037109,436.668897
17613.714844,432.679402
17608.566406,431.750328
17621.251953,433.034347
17618.537109,433.473700
17622.673828,431.469726
17633.396484,435.431120
