rep, RING, TREE, NETA, NETB, TORUS, GRAPH, SAME, GOODBAD, RAND, SSO
1, 0.03523940453299965, 0.035238592404293216, 0.03536523338684565, 0.03505829616189837, 0.035126717349602064, 0.03508376037286459, 0.03512039728755338, 0.035222551224332356, 0.03530842794520838, 0.002301549276157344
2, 0.0349614801404109, 0.03513898152402893, 0.034977507014564146, 0.035062966074476544, 0.03505327730090326, 0.03510260896279829, 0.03503735525148815, 0.03509032213828071, 0.03499557288505217, 0.0022888822242742206
3, 0.03518576412132263, 0.03517516228324933, 0.03502222895894253, 0.035172498595210405, 0.03515935803231356, 0.03502252701471377, 0.03517716804801543, 0.035100902458242565, 0.03518152806534279, 0.0023181705061419765
4, 0.035197233328513655, 0.035169083280916745, 0.03512700114573739, 0.034972709395949965, 0.03509669543203523, 0.03500428627485436, 0.035265817865451736, 0.03517444095678138, 0.03496790575673835, 0.0023320948222945027
5, 0.03495854563221114, 0.03479523422203145, 0.035048092817724016, 0.03474405548319913, 0.03430357566751328, 0.034356870308998824, 0.03471941935243075, 0.034657858487458275, 0.03466527127394699, 0.0023134236974520035
6, 0.03492704874645949, 0.03472947682404769, 0.0347632041773691, 0.03477968841155389, 0.03482485518171035, 0.034621147704894877, 0.03475504764065533, 0.03466902092431424, 0.034876106989433414, 0.002299095547307167
7, 0.03476251294034544, 0.034874711900005, 0.03473001838780824, 0.0350457603005973, 0.035183317928317574, 0.034473737200289206, 0.034773064547744474, 0.03508542458837078, 0.03480645989796347, 0.0023067366497656764
8, 0.03478497528388366, 0.0351149981073016, 0.03502831005532827, 0.03499936738643449, 0.03449308275718387, 0.03495598674231282, 0.03476625102338806, 0.034743782669578845, 0.03479680579241548, 0.002314881024698938
9, 0.03464923865401152, 0.034690847482486936, 0.03459737614883183, 0.03477541532539339, 0.034734624171540135, 0.03437029900235395, 0.03468037577296922, 0.03466261095631752, 0.03476599357385375, 0.0023080135956125825
10, 0.03512585735192625, 0.035163812554796205, 0.0351012425137825, 0.03519496762643695, 0.03503808815372751, 0.03519066867337936, 0.0350728988448846, 0.03516591842969827, 0.035107035558757785, 0.002312885750313205
11, 0.035830182277811394, 0.034843745835083505, 0.034955300036196214, 0.03532305138179362, 0.03569517477267796, 0.03512831900700954, 0.03488609845840773, 0.035359422340189114, 0.03522438993117859, 0.002313059486442736
